Tweet,Sentimen,Emosi,Processed_Tweet
"Dukung Relawan Covid-19, Alpenland Management Serahkan Bantuan",1.0,2,dukung relawan covid alpenland management serahkan bantuan
"Tiba2 dejavu yg aku buat online discussion utk assignment dgn grpmate. Idk but maybe, covid atau bukan, kita tetap akan kena kuarintin.",0.0,1,tiba dejavu yg aku buat online discussion utk assignment dgn grpmate idk but maybe covid atau bukan kita tetap akan kena kuarintin
"Hm tak dapat noti lagi, tapi takpelah musim2 covid pun duit masuk. Covid tu since awal tahun lagi now dah RMO 3rd phase still tadek pun kena potong macam HSBC, asb pulak dengar2 4.75% . Reits minimum pun dah 4% MONTHLY PULAKTU NIKMAT APA LAGI YANG KAU DUSTAKAN",-1.0,-2,hm tak dapat noti lagi tapi takpelah musim covid pun duit masuk covid tu since awal tahun lagi now dah rmo rd phase still tadek pun kena potong macam hsbc asb pulak dengar reits minimum pun dah monthly pulaktu nikmat apa lagi yang kau dustakan
THR PNS & Gaji ke 13 yang Terancam Sirna 'Dimakan' Covid-19 Dana hutang dipakai utk penanganan virus corona. Masalahnya = hasilnya apa ?? Kenapa gaji anggota DPR yg pasti gede tidak juga di potong yaaa ????,-1.0,-2,thr pns gaji ke yang terancam sirna dimakan covid dana hutang dipakai utk penanganan virus corona masalahnya hasilnya apa kenapa gaji anggota dpr yg pasti gede tidak juga di potong yaaa
"Saya sangat kecewa kepada pihak PLN/BUMN pak, Katanya menolong meringankan beban biaya listrik pak.. Tertama pelanggan rmh tngga. Klu yg berkode R1M mampu tk dpt discon, masalahnya mampu tk mampu disebbkan COVID semua rumah tgga terdampak. Sya pkai 900 watt dan trdmpak COVID pak.",-1.0,-2,saya sangat kecewa kepada pihak plnbumn pak katanya menolong meringankan beban biaya listrik pak tertama pelanggan rmh tngga klu yg berkode rm mampu tk dpt discon masalahnya mampu tk mampu disebbkan covid semua rumah tgga terdampak sya pkai watt dan trdmpak covid pak
Penerangan Keliling Bersatu Lawan Covid 19 Oleh Sat Lantas Polres Bone.,1.0,2,penerangan keliling bersatu lawan covid oleh sat lantas polres bone
AS ini diketahui adalah seorang anggota Jamaah Tabligh yang mengikuti Ijtima di Kabupaten Gowa dan saat ini menjadi cluster baru penyebaran Covid 19 karena juga mendatangkan peserta jamaah dari berbagai negara.,-1.0,1,as ini diketahui adalah seorang anggota jamaah tabligh yang mengikuti ijtima di kabupaten gowa dan saat ini menjadi cluster baru penyebaran covid karena juga mendatangkan peserta jamaah dari berbagai negara
"Kengen banget nonton badminton lagi kangen jantungan nonton badminton, kangen teriak2 ga jls karena lg nonton badminton huhu. Semoga pandemi covid-19 ini cepat berlalu.",1.0,-1,kengen banget nonton badminton lagi kangen jantungan nonton badminton kangen teriak ga jls karena lg nonton badminton huhu semoga pandemi covid ini cepat berlalu
Keluar rumah buat cari makan dan banyak yang berubah. Halte depan rumah yang selalu penuh sekarang nggak ada orang sama sekali. Proyek gedung yang selalu ramai sekarang sepi. Langit yang selalu kotor sekarang bersih COVID-19 changes everything.,1.0,-1,keluar rumah buat cari makan dan banyak yang berubah halte depan rumah yang selalu penuh sekarang nggak ada orang sama sekali proyek gedung yang selalu ramai sekarang sepi langit yang selalu kotor sekarang bersih covid changes everything
Tiga kematian COVID-19 hari ini menjadikan jumlah kumulatif kes kematian sebanyak 73 kes.,-1.0,-1,tiga kematian covid hari ini menjadikan jumlah kumulatif kes kematian sebanyak kes
"Dalam penanganan pencegahan dan penyebaran Virus COVID-19, pemerintah memberikan fasilitas pajak untuk alat kesehatan dan pendukungnya. Apa saja fasilitasnya? Simak infografis berikut.",1.0,2,dalam penanganan pencegahan dan penyebaran virus covid pemerintah memberikan fasilitas pajak untuk alat kesehatan dan pendukungnya apa saja fasilitasnya simak infografis berikut
"Buntut Pasien Positif Covid-19 Grobogan Keluyuran ke Sragen, Pemkab Bakal Tes Semua Warga Yang Sempat Kontak di Jagongan Tanon dan Dokter yang Menangani!",0.0,1,buntut pasien positif covid grobogan keluyuran ke sragen pemkab bakal tes semua warga yang sempat kontak di jagongan tanon dan dokter yang menangani
"Fraksi Partai Gerindra DPR RI Memberikan Bantuan 5.000 APD dan 150.000 masker untuk disebarkan keRumah Sakit yang DiDaerah Rawan Covid 19 Seperti DKI Jakarta, Jawa Barat, Banten, Sumut dan Sul-sel  Alhamdulilah""",1.0,2,fraksi partai gerindra dpr ri memberikan bantuan apd dan masker untuk disebarkan kerumah sakit yang didaerah rawan covid seperti dki jakarta jawa barat banten sumut dan sulsel alhamdulilah
Bright side from covid-19 situation: uda ga minum dan ngerokok lagi sebulan (semoga bs lanjut) biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn2. Jrg bgt di rumah (smoga covid ilang pas ramadan) makes me realize family is the most important things,1.0,-1,bright side from covid situation uda ga minum dan ngerokok lagi sebulan semoga bs lanjut biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn jrg bgt di rumah smoga covid ilang pas ramadan makes me realize family is the most important things
"Kejadian di semarang yang bikin sedih, seorang perawat yang ngurus pasien covid, meninggal. Kemudian jenazahnya ditolak 3 tempat oleh warga. Akhirnya dikembalikan ke rs. Dapet info langsung dari wali santri yang ibunya juga perawat pasien covid.",-1.0,-1,kejadian di semarang yang bikin sedih seorang perawat yang ngurus pasien covid meninggal kemudian jenazahnya ditolak tempat oleh warga akhirnya dikembalikan ke rs dapet info langsung dari wali santri yang ibunya juga perawat pasien covid
"Menggunakan kajian perubatan berkaitan gunting rambut, tapi dalam masa yang sama memperlekehkan kadar infeksi/penyebaran Covid-19.",0.0,-1,menggunakan kajian perubatan berkaitan gunting rambut tapi dalam masa yang sama memperlekehkan kadar infeksipenyebaran covid
"Rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita. Kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke 10 kalo ga salah. Pemeriksaan yang akurat ya swab, tapi ya gitu",0.0,1,rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke kalo ga salah pemeriksaan yang akurat ya swab tapi ya gitu
Api asmara yang dahulu pernah membara Semakin hangat bagai ciuman yang pertama Detak jantungku seakan ikut irama Karna terlena oleh pesona alunan covid dangdut~,-1.0,-1,api asmara yang dahulu pernah membara semakin hangat bagai ciuman yang pertama detak jantungku seakan ikut irama karna terlena oleh pesona alunan covid dangdut
"Tak hanya sampai disitu saja, bawaslu Kabupaten Magetan juga memberi bantuan sembako dan masker. Kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid 19, kata Hendrad.",1.0,2,tak hanya sampai disitu saja bawaslu kabupaten magetan juga memberi bantuan sembako dan masker kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid kata hendrad
"Puasa time PKP ni sendu sangat ke sebab tak boleh nak buka kt luar, tak dapat pergi bazar, tak dapat terawih dekat masjid ? Duduk je lah diam2 kat rumah, kang terkena covid-19 lagi sendu hidup kau tahu tak !! Mengada !!",-1.0,-2,puasa time pkp ni sendu sangat ke sebab tak boleh nak buka kt luar tak dapat pergi bazar tak dapat terawih dekat masjid duduk je lah diam kat rumah kang terkena covid lagi sendu hidup kau tahu tak mengada
"Antisipasi Penyebaran Covid-19, Ini Arahan Gubernur Jatim ",1.0,2,antisipasi penyebaran covid ini arahan gubernur jatim
"RM0 Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935",1.0,-2,rm talian sokongan emosi dan psikososial covid beroperasi setiap hari pagi petang hubungi atau
"Tgk betapa mudahnya droplet Covid-19 untuk merebak dalam kawasan tertutup. Peraturan mudah musim Covid-19 . 1kalau sakit, batuk jangan mengada2 nak keluar tempat org ramai. 2Elakkan dari menyentuh muka semasa berada di luar 3. Pakai mask semasa diluar dan cuci tangan",1.0,1,tgk betapa mudahnya droplet covid untuk merebak dalam kawasan tertutup peraturan mudah musim covid kalau sakit batuk jangan mengada nak keluar tempat org ramai elakkan dari menyentuh muka semasa berada di luar pakai mask semasa diluar dan cuci tangan
"Achmad Yurianto: ""Tetap menjaga jarak pada saat kontak sosial, hindari kerumunan, hindari pertemuan-pertemuan yang menghadirkan banyak orang, ini penting untuk mencegah penularan Covid-19"" ",1.0,1,achmad yurianto tetap menjaga jarak pada saat kontak sosial hindari kerumunan hindari pertemuanpertemuan yang menghadirkan banyak orang ini penting untuk mencegah penularan covid
Sepertinya Anak Krakatau mengalami gejala covid-19,-1.0,1,sepertinya anak krakatau mengalami gejala covid
Kaya covid-19 aja yg lagi terkenal,-1.0,1,kaya covid aja yg lagi terkenal
Cegah Covid-19 dengan tetap Di Rumah Ajah,1.0,1,cegah covid dengan tetap di rumah ajah
"Mantaaap Polda Jateng proses tiga pelaku penolak pemakaman jenazah COVID-19 Sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut,",1.0,1,mantaaap polda jateng proses tiga pelaku penolak pemakaman jenazah covid sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut
Apa hubungan covid 19 dgn pandemi2 lainnya? Apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid 19? Apa hikmah covid 19 yg bisa diambil utk masa mendatang?,0.0,-1,apa hubungan covid dgn pandemi lainnya apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid apa hikmah covid yg bisa diambil utk masa mendatang
Sumbang barangan keperluan serta risalah COVID-19,1.0,2,sumbang barangan keperluan serta risalah covid
Sehat-sehat mas. Semoga covid ini lekas usai agar ekonomi pulih kembali,1.0,2,sehatsehat mas semoga covid ini lekas usai agar ekonomi pulih kembali
"w tu kadang suka ketawa ngeliat org Indo yg ngetwit dgn nada2 seolah SG salah/kelabakan menangani covid, smntr dianya gatau keseharian di SG, stay jg di Indo, yg juga nggak lebih baik dlm penanganan covid.tp yaudahlah ya, biarin aja kalo bs bikin dia feel better, kasian",0.0,-2,w tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada seolah sg salahkelabakan menangani covid smntr dianya gatau keseharian di sg stay jg di indo yg juga nggak lebih baik dlm penanganan covidtp yaudahlah ya biarin aja kalo bs bikin dia feel better kasian
"Di tengah masa darurat COVID-19, KUA Tamalate, Makassar tetap memberikan layanan menikahkan pasangan suami-istri di kantornya.",1.0,2,di tengah masa darurat covid kua tamalate makassar tetap memberikan layanan menikahkan pasangan suamiistri di kantornya
Kerjasama Pengadaan Obat COVID-19 Indonesia dengan Jepang dan India - Pusat Siaran Pers Indonesia -,1.0,2,kerjasama pengadaan obat covid indonesia dengan jepang dan india pusat siaran pers indonesia
Covid-19: 224 anggota KKM positif setakat 10 April 2020,0.0,-1,covid anggota kkm positif setakat april
Operasi Nyahkuman Di Sekitar Pekan Simunjan Cegah Penularan Covid-19. Dapatkan Berita Penuh Di FB :,1.0,1,operasi nyahkuman di sekitar pekan simunjan cegah penularan covid dapatkan berita penuh di fb
Penumpang Gelap Bernama Covid-19,0.0,-2,penumpang gelap bernama covid
"Patroli Dialogis personil Polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat Kapolri tentang bahaya dan cara menangkal penyebaran Wabah Virus Corona atau covid-19 di swalayan,pasar dan spbu,Kegiatan ini rutin dilakukan oleh Polsek Palu utara",1.0,1,patroli dialogis personil polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat kapolri tentang bahaya dan cara menangkal penyebaran wabah virus corona atau covid di swalayanpasar dan spbukegiatan ini rutin dilakukan oleh polsek palu utara
UPDATE tanggal 11 April 2020: Indonesia mengumumkan 330 Orang kasus baru COVID-19  Total: 3.842 Orang Dalam perawatan: 3.229 Orang Sembuh: 286 Orang (+4) Meninggal dunia: 327 Orang (+21),0.0,1,update tanggal april indonesia mengumumkan orang kasus baru covid total orang dalam perawatan orang sembuh orang meninggal dunia orang
"jokowi: Pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran Covid-19. Sementara, untuk mengurangi dampak perekonomian yang mengikutinya, pemerintah mengeluarkan paket insentif ekonomi: untuk warga,",1.0,1,jokowi pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran covid sementara untuk mengurangi dampak perekonomian yang mengikutinya pemerintah mengeluarkan paket insentif ekonomi untuk warga
"Ada 349 Posko Covid-19 Berdiri di Sidoarjo, Dilengkapi Fasilitas Alat Kesehatan dan APD",1.0,1,ada posko covid berdiri di sidoarjo dilengkapi fasilitas alat kesehatan dan apd
"Ketika dapet obat methylprednisolone dan cefixime. Ingin rasanya tidak minum itu tapi dokter langsung bilang ""Minumnya de biar cespleng, wayahna bisi disangka covid mun gohgoy wae. Jangan lupa minum air anget kalo bisa 2,5 - 3 L"". Akhirnya minum obat dewa dan bom itu ",0.0,-1,ketika dapet obat methylprednisolone dan cefixime ingin rasanya tidak minum itu tapi dokter langsung bilang minumnya de biar cespleng wayahna bisi disangka covid mun gohgoy wae jangan lupa minum air anget kalo bisa l akhirnya minum obat dewa dan bom itu
Sobat KUKM tahukah anda bahwa Rapat Anggota Koperasi dapat dilaksanakan melalui media online maupun secara tertulis? Di saat maraknya penyebaran Virus Covid-19 ini Koperasi tetap dapat melaksanakan RAT dengan secara,0.0,1,sobat kukm tahukah anda bahwa rapat anggota koperasi dapat dilaksanakan melalui media online maupun secara tertulis di saat maraknya penyebaran virus covid ini koperasi tetap dapat melaksanakan rat dengan secara
EGOIS Bgm kondisi terkini negara adidaya AS stlh diserang virus corona? Rupanya pmerintah AS smkin mmprlihatkan wjh asli. Sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi COVID-19. ,0.0,-2,egois bgm kondisi terkini negara adidaya as stlh diserang virus corona rupanya pmerintah as smkin mmprlihatkan wjh asli sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi covid
punya teman yang usahanya terdampak covid dan PSBB? mungkin ini bisa membantu,0.0,-1,punya teman yang usahanya terdampak covid dan psbb mungkin ini bisa membantu
"Gara-gara tiap hari baca berita ttg Covid-19, pas mau search lagu kesukaan di google yg terketik secara refleks malah ""Covid""/ Mau nge wa temen, yg ke ketik malah ""Covid"" bukannya nama temen gua. Mau revisi judul artikel, lagi2 refleks ngetik ""covid"". covid-19 haunts me ",-1.0,-2,garagara tiap hari baca berita ttg covid pas mau search lagu kesukaan di google yg terketik secara refleks malah covid mau nge wa temen yg ke ketik malah covid bukannya nama temen gua mau revisi judul artikel lagi refleks ngetik covid covid haunts me
"Tolong kuarantin ""kluster kayangan"" disini...biar malam2 mimpi kena kusta covid",-1.0,-1,tolong kuarantin kluster kayangan disinibiar malam mimpi kena kusta covid
Yess... Aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati2 sih jaga jarak cuci tangan dst.,1.0,1,yess aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati sih jaga jarak cuci tangan dst
Komsos Babinsa Gubeng Edukasi Warga Cegah Penyebaran Covid-19,1.0,2,komsos babinsa gubeng edukasi warga cegah penyebaran covid
"Ketua Bawaslu Kabupaten Magetan, Hendrad Subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun Bawaslu yang ke 12 dan membangun solidaritas kebangsaan melawan covid 19 atau virus corona.",1.0,2,ketua bawaslu kabupaten magetan hendrad subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun bawaslu yang ke dan membangun solidaritas kebangsaan melawan covid atau virus corona
"Antisipasi Penularan Covid-19, Polres Tanjung Balai Himbau Masyarakat yang Masih Berkerumun Agar Kembali Kerumah",1.0,-2,antisipasi penularan covid polres tanjung balai himbau masyarakat yang masih berkerumun agar kembali kerumah
Ringkasnya.. positive thinking yang keliru menghadapi covid songolas akibatnya: 1. Ilusi kontrol 2. Ilusi superioritas 3. Ilusi kemungkinan,1.0,1,ringkasnya positive thinking yang keliru menghadapi covid songolas akibatnya ilusi kontrol ilusi superioritas ilusi kemungkinan
"Pasien 03-04 Covid-19 Jambi Diisolasi, Apakah Keluarga Gubernur FU?",0.0,1,pasien covid jambi diisolasi apakah keluarga gubernur fu
Grafik Perkembangan Kasus COVID-19 di Kabupaten Bantul 11 April 2020,0.0,1,grafik perkembangan kasus covid di kabupaten bantul april
Mari Bersama Kita Putus Rantai Penyebaran Virus COVID-19. STAY HOME TETAP TENANG TETAP WASPADA. Sayangi Diri Anda dan Keluarga Anda ,1.0,1,mari bersama kita putus rantai penyebaran virus covid stay home tetap tenang tetap waspada sayangi diri anda dan keluarga anda
"Dicurhatin si pasien covid yg lagi jenuh, bete karna harus di ruang isolasi mulu. Idupnya rebahan, main hape, makan, mandi. Repeat",0.0,-1,dicurhatin si pasien covid yg lagi jenuh bete karna harus di ruang isolasi mulu idupnya rebahan main hape makan mandi repeat
